Locality,Municipality,Population(December 31th, 2017),Land area(hectare),Population density(inv./km²),Locality code,Latitude,Longitude
Haga,Enköpings kommun,278,34,818,0558
Hagby,Kalmars kommun,821,274,300,2244
Hagfors,Hagfors kommun,4 896,634,772,5688
Hagge,Smedjebackens kommun,301,46,654,6566
Hagryd-Dala,Kungsbacka kommun,845,217,389,3954
Hakkas,Gällivare kommun,373,128,291,8600
Halla Heberg,Kungsbacka kommun,1 704,410,416,3956
Hallabro,Ronneby kommun,274,61,449,2632
Hallen,Åre kommun,224,90,249,7852
Hallsberg,Hallsbergs kommun,8 409,960,876,5964
Hallstahammar,Hallstahammars kommun,11 072,822,1 347,6224
Hallstavik,Norrtälje kommun,4 645,496,936,0176
Halltorp,Kalmars kommun,293,69,425,2248
Halmstad,Halmstads kommun,68 085,3 650,1 865,3960
Halvarsgårdarna,Borlänge kommun,314,72,436,6568
Hamburgsund,Tanums kommun,688,137,502,4372
Hammar,Askersunds kommun,260,64,406,5968
Hammar,Kristianstads kommun,3 219,322,1 000,2904
Hammarby,Sandvikens kommun,516,104,496,7084
Hammarslund,Kristianstads kommun,787,43,1 830,2906
Hammarstrand,Ragunda kommun,1 173,290,404,7856
Hammenhög,Simrishamns kommun,915,128,715,2908
Hammerdal,Strömsunds kommun,1 081,359,301,7860
Hampetorp,Örebro kommun,312,134,233,5974
Hanaskog,Östra Göinge kommun,1 408,148,951,2912
Haparanda,Haparanda kommun,6 681,593,1 127,8604
Hara,Östersunds kommun,235,105,224,7864
Harads,Bodens kommun,518,117,443,8608
Harbo,Heby kommun,763,124,615,6228
Hargshamn,Östhammars kommun,295,104,284,0560
Harkie,Västerås kommun,273,119,229,6260
Harkskär och Utvalnäs,Gävle kommun,440,146,301,7346
Harlösa,Eslövs kommun,768,94,817,3440
Harmånger,Nordanstigs kommun,595,108,551,7096
Harplinge,Halmstads kommun,1 553,144,1 078,3964
Hartungviken och Spikarna,Sundsvalls kommun,432,248,174,7486
Hassela,Nordanstigs kommun,317,90,352,7172
Hasselfors,Laxå kommun,407,97,420,5980
Hasslarp,Helsingborgs kommun,577,61,946,3444
Hasslö,Karlskrona kommun,1 645,363,453,2640
Hasslöv,Laholms kommun,249,53,470,3968
Havdhem,Gotlands kommun,263,95,277,2508
Haverdal,Halmstads kommun,1 720,353,487,3972
Heberg,Falkenbergs kommun,490,78,628,3976
Heby,Heby kommun,2 703,370,731,6232
Hedared,Borås kommun,324,76,426,4860
Hede,Härjedalens kommun,834,267,312,7868
Hedekas,Munkedals kommun,438,101,434,4380
Hedemora,Hedemora kommun,7 611,582,1 308,6572
Heden och Skansbacken,Vansbro kommun,365,205,178,6682
Hedenäset,Övertorneå kommun,217,138,157,8612
Hedeskoga,Ystads kommun,262,20,1 310,3448
Hedesunda,Gävle kommun,1 143,185,618,7104
Hedkärra,Fagersta kommun,197,55,358,6234
Hedlunda,Lycksele kommun,214,54,396,8194
Helgered,Göteborgs kommun,632,136,465,4382
Helsingborg,Helsingborgs kommun,108 334,3 957,2 738,3452
Hemavan,Storumans kommun,278,183,152,8198
Hemmingsmark,Piteå kommun,369,85,434,8616
Hemse,Gotlands kommun,1 701,213,799,2512
Hemsjö,Alingsås kommun,366,129,284,4386
Henån,Orust kommun,2 302,470,490,4384
Herrljunga,Herrljunga kommun,4 029,379,1 063,4864
Herrskog,Kramfors kommun,251,66,380,7488
Herräng,Norrtälje kommun,398,187,213,0184
Herstadberg,Norrköpings kommun,234,28,836,1088
Hestra,Gislaveds kommun,1 329,195,682,1504
Hestra,Ydre kommun,489,79,619,1092
Hillared,Svenljunga kommun,661,117,565,4868
Hillerstorp,Gnosjö kommun,1 790,242,740,1508
Hilleshögby,Ekerö kommun,222,76,292,0210
Hillsta och Se,Sandvikens kommun,280,69,406,7110
Himle,Varbergs kommun,286,50,572,3982
Hindås,Härryda kommun,3 019,493,612,4392
Hishult,Laholms kommun,352,96,367,3984
Hissjö,Umeå kommun,456,107,426,8196
Hissmofors,Krokoms kommun,332,110,302,7872
Hittarp,Helsingborgs kommun,4 704,232,2 028,3456
Hjo,Hjo kommun,6 264,497,1 260,5296
Hjorted,Västerviks kommun,340,65,523,2256
Hjortkvarn,Hallsbergs kommun,243,85,286,5984
Hjortnäs,Leksands kommun,278,198,140,6574
Hjortsberga,Alvesta kommun,248,61,407,1872
Hjälm,Kungsbacka kommun,270,33,818,3986
Hjälmared,Alingsås kommun,280,47,596,4870
Hjältevad,Eksjö kommun,412,110,375,1512
Hjärnarp,Ängelholms kommun,1 167,212,550,2916
Hjärsås,Östra Göinge kommun,202,28,721,2920
Hjärtum,Lilla Edets kommun,392,57,688,4872
Hjärup,Staffanstorps kommun,5 001,199,2 513,3460
Hofors,Hofors kommun,6 282,631,996,7112
Hofterup,Kävlinge kommun,3 846,487,790,3464
Hogstad,Mjölby kommun,220,44,500,1096
Hogstorp,Uddevalla kommun,393,61,644,4398
Hok,Vaggeryds kommun,675,89,758,1516
Holm,Halmstads kommun,798,113,706,3988
Holmeja,Svedala kommun,231,24,963,3466
Holmsjö,Karlskrona kommun,388,122,318,2644
Holmsund,Umeå kommun,6 028,752,802,8200
Holsbybrunn,Vetlanda kommun,820,121,678,1520
Holsljunga,Svenljunga kommun,224,40,560,4876
Horda,Värnamo kommun,372,72,517,1524
Horla,Vårgårda kommun,215,64,336,4402
Horn,Kinda kommun,537,93,577,1100
Horndal,Avesta kommun,1 199,268,447,6576
Horred,Marks kommun,1 225,156,785,4880
Hortlax,Piteå kommun,1 106,114,970,8620
Hoting,Strömsunds kommun,655,116,565,7876
Hova,Gullspångs kommun,1 283,185,694,5300
Hoverberg,Bergs kommun,220,151,146,7878
Hovid,Sundsvalls kommun,212,53,400,7492
Hovmantorp,Lessebo kommun,3 185,281,1 133,1876
Hovsta,Örebro kommun,2 789,158,1 765,5988
Huaröd,Kristianstads kommun,259,74,350,2924
Hudiksvall,Hudiksvalls kommun,16 210,1 299,1 248,7120
Hult,Eksjö kommun,468,60,780,1528
Hultafors,Bollebygds kommun,332,73,455,4884
Hultsfred,Hultsfreds kommun,5 839,552,1 058,2260
Hulu,Ulricehamns kommun,243,63,386,4888
Hummelsta,Enköpings kommun,974,76,1 282,0564
Hunnebostrand,Sotenäs kommun,2 070,362,572,4404
Hunnestad,Varbergs kommun,268,82,327,3994
Hurva,Eslövs kommun,371,64,580,3472
Husby och Tuna,Strängnäs kommun,281,161,175,0890
Husum,Örnsköldsviks kommun,1 585,394,402,7496
Hybo,Ljusdals kommun,211,50,422,7124
Hyllinge,Åstorps kommun,2 375,171,1 389,2928
Hyltebruk,Hylte kommun,4 224,466,906,3992
Hyssna,Marks kommun,684,171,400,4892
Håbo-Tibble kyrkby,Upplands-Bro kommun,664,162,410,0190
Håga,Uppsala kommun,312,30,1 040,0566
Håksberg,Ludvika kommun,443,67,661,6580
Hållsta,Eskilstuna kommun,909,100,909,0756
Hånger,Värnamo kommun,326,72,453,1532
Häggeby och Vreta,Håbo kommun,256,87,294,0570
Häggenås,Östersunds kommun,342,107,320,7880
Häljarp,Landskrona kommun,3 242,209,1 551,3476
Hällaryd,Karlshamns kommun,624,116,538,2648
Hällberga,Eskilstuna kommun,607,65,934,0760
Hällbybrunn,Eskilstuna kommun,3 261,286,1 140,0764
Hällbäcken och Sinksundet,Luleå kommun,379,64,592,8874
Hällefors,Hällefors kommun,4 567,534,855,5996
Hälleforsnäs,Flens kommun,1 671,216,774,0768
Hällekis,Götene kommun,674,159,424,5304
Hällestad,Finspångs kommun,332,99,335,1104
Hällesåker,Mölndals kommun,682,235,290,4410
Hällevadsholm,Munkedals kommun,804,116,693,4412
Hällevik,Sölvesborgs kommun,1 546,389,397,2652
Hällingsjö,Härryda kommun,493,96,514,4354
Hällnäs,Vindelns kommun,228,81,281,8204
Hälsö,Öckerö kommun,597,59,1 012,4420
Härad,Strängnäs kommun,503,60,838,0772
Häradsbygden,Leksands kommun,693,201,345,6584
Härnösand,Härnösands kommun,18 559,1 121,1 656,7500
Härryda,Härryda kommun,1 141,355,321,4424
Härslöv,Landskrona kommun,427,39,1 095,3484
Hässleholm,Hässleholms kommun,19 584,1 322,1 481,2936
Hästhagen,Nacka kommun,531,37,1 435,0192
Hästholmen,Ödeshögs kommun,334,47,711,1108
Hästveda,Hässleholms kommun,1 730,288,601,2940
Hästängen,Norrtälje kommun,694,230,302,0442
"Hätte, Seglarvik och Sandvik",Tranås kommun,233,70,333,1536
Höganäs,Höganäs kommun,15 156,1 011,1 499,3488
Högboda,Kils kommun,333,118,282,5730
Höggeröd,Orust kommun,238,190,125,4426
Högsby,Högsby kommun,1 961,260,754,2264
Högsjö,Vingåkers kommun,700,97,722,0776
Högsäter,Färgelanda kommun,742,112,663,4900
Hökerum,Ulricehamns kommun,647,86,752,4904
Hökåsen,Västerås kommun,2 989,180,1 661,6236
Hököpinge,Vellinge kommun,1 208,85,1 421,3492
Höllviken,Vellinge kommun,15 247,1 301,1 172,3496
Hölö,Södertälje kommun,1 522,168,906,0196
Hönö,Öckerö kommun,5 483,338,1 622,4428
Hörby,Hörby kommun,7 637,538,1 420,3500
Hörja,Hässleholms kommun,195,40,488,2946
Hörnefors,Umeå kommun,2 530,236,1 072,8208
Hörvik,Sölvesborgs kommun,785,107,734,2656
Höviksnäs,Tjörns kommun,1 893,400,473,4514
Höör,Höörs kommun,12 559,1 629,771,3504
Idkerberget,Borlänge kommun,243,77,316,6588
Idre,Älvdalens kommun,715,142,504,6592
Igelfors,Finspångs kommun,229,39,587,1116
Igelstorp,Skövde kommun,656,75,875,5308
Iggesund,Hudiksvalls kommun,3 443,436,790,7132
Ilsbo,Nordanstigs kommun,440,68,647,7136
Immeln,Östra Göinge kommun,306,113,271,2948
Indal,Sundsvalls kommun,972,244,398,7504
Ingared,Alingsås kommun,1 772,217,817,4908
Ingatorp,Eksjö kommun,481,110,437,1540
Ingelstad,Växjö kommun,1 825,199,917,1884
Ingelsträde,Höganäs kommun,257,44,584,3508
Innertavle,Umeå kommun,578,72,803,8210
Insjön,Leksands kommun,2 152,368,585,6596
Inskogen,Oxelösunds kommun,220,21,1 048,0778
Irsta,Västerås kommun,2 828,199,1 421,6356
Johannesudd,Vallentuna kommun,290,16,1 813,0202
Johannishus,Ronneby kommun,768,100,768,2660
Johansfors,Emmaboda kommun,457,139,329,2272
Jokkmokk,Jokkmokks kommun,2 870,276,1 040,8628
Jonsered,Partille kommun,909,108,842,4432
Jonslund,Essunga kommun,307,75,409,5312
Jonstorp,Höganäs kommun,2 026,192,1 055,3512
Jordbro,Haninge kommun,10 923,478,2 285,0200
Jukkasjärvi,Kiruna kommun,658,136,484,8632
Jung,Vara kommun,384,96,400,5316
Junosuando,Pajala kommun,288,141,204,8636
Junsele,Sollefteå kommun,821,226,363,7512
Juoksengi,Övertorneå kommun,303,151,201,8640
Jäderfors,Sandvikens kommun,318,63,505,7140
Jälla,Uppsala kommun,1 531,98,1 562,0514
Jämjö,Karlskrona kommun,2 609,298,876,2664
Jämshög,Olofströms kommun,1 640,235,698,2668
Jämtön,Luleå kommun,203,78,260,8644
Järavallen,Kävlinge kommun,259,32,809,2950
Järbo,Sandvikens kommun,1 796,293,613,7148
Järlåsa,Uppsala kommun,540,76,711,0568
Järna,Södertälje kommun,6 219,406,1 532,0204
Järna,Vansbro kommun,1 714,628,273,6468
Järnforsen,Hultsfreds kommun,481,142,339,2276
Järpen,Åre kommun,1 586,234,678,7884
Järpås,Lidköpings kommun,815,107,762,5320
Järvsö,Ljusdals kommun,1 562,365,428,7152
Jättendal,Nordanstigs kommun,251,107,235,7154
Jävre,Piteå kommun,582,166,351,8648
Jönköping,Jönköpings kommun,96 104,4 257,2 258,1544
Jönåker,Nyköpings kommun,624,80,780,0780
Jörlanda,Stenungsunds kommun,1 467,342,429,4436
Jörn,Skellefteå kommun,796,176,452,8212
Jössefors,Arvika kommun,733,132,555,5700
Kalix,Kalix kommun,7 480,662,1 130,8656
Kalkudden,Strängnäs kommun,274,181,151,0782
Kallax,Luleå kommun,466,180,259,8658
Kallfors,Södertälje kommun,558,55,1 015,0444
Kallinge,Ronneby kommun,4 871,554,879,2672
Kalmar,Kalmars kommun,39 403,1 960,2 010,2280
Kalvsund,Öckerö kommun,206,25,824,4434
Kangos,Pajala kommun,227,146,155,8660
Karby,Vallentuna kommun,856,55,1 556,0208
Kareby och Ringby,Kungälvs kommun,226,56,404,4458
Karesuando,Kiruna kommun,301,74,407,8664
Karlholmsbruk,Tierps kommun,1 247,285,438,0572
Karlsborg,Karlsborgs kommun,3 757,519,724,5324
Karlshamn,Karlshamns kommun,20 274,1 655,1 225,2676
Karlskoga,Karlskoga kommun,27 553,2 031,1 357,6008
Karlskrona,Karlskrona kommun,37 277,2 100,1 775,2680
Karlstad,Karlstads kommun,62 797,2 901,2 165,5704
Karlsvik,Luleå kommun,238,33,721,8670
Karungi,Haparanda kommun,209,61,343,8672
Karups sommarby,Sjöbo kommun,421,90,468,2952
Kastlösa,Mörbylånga kommun,210,103,204,2284
Katrinedal,Vänersborgs kommun,413,45,918,4330
Katrineholm,Katrineholms kommun,23 996,1 179,2 035,0784
Kattarp,Helsingborgs kommun,733,69,1 062,3516
Kaxholmen,Jönköpings kommun,1 642,152,1 080,1548
Kebal,Strömstads kommun,368,173,213,4439
Kil,Kils kommun,7 661,785,976,5708
Kil,Nacka kommun,979,90,1 088,0212
Kilafors,Bollnäs kommun,1 195,151,791,7156
Killeberg,Osby kommun,642,115,558,2956
Kilsmo,Örebro kommun,217,32,678,6012
Kimstad,Norrköpings kommun,1 489,170,876,1128
Kinna,Marks kommun,15 214,1 863,817,4912
Kinnared,Hylte kommun,344,109,316,3996
Kinnarp,Falköpings kommun,968,147,659,5328
Kinnarumma,Borås kommun,362,74,489,4916
Kiruna,Kiruna kommun,16 936,903,1 876,8676
Kisa,Kinda kommun,3 806,376,1 012,1132
Kivik,Simrishamns kommun,888,192,463,2960
Kjulaås,Eskilstuna kommun,945,115,822,0788
Klagstorp,Trelleborgs kommun,579,107,541,3528
Klevshult,Vaggeryds kommun,302,65,465,1552
Klingsta och Allsta,Sundsvalls kommun,567,172,330,7402
Klintehamn,Gotlands kommun,1 535,292,526,2520
Klippan,Klippans kommun,8 738,542,1 612,2964
Klippans bruk,Klippans kommun,338,48,704,2968
Klockestrand,Kramfors kommun,336,111,303,7516
Klockrike,Motala kommun,250,41,610,1136
Klutmark,Skellefteå kommun,200,72,278,8218
Klågerup,Svedala kommun,1 988,111,1 791,3532
Klädesholmen,Tjörns kommun,355,29,1 224,4440
Kläppa,Kungsbacka kommun,637,151,422,3998
Klässbol,Arvika kommun,312,93,335,5712
Klövedal,Tjörns kommun,586,268,219,4442
Klöverträsk,Luleå kommun,228,66,345,8680
Klövsjö,Bergs kommun,299,308,97,7886
Knislinge,Östra Göinge kommun,3 219,297,1 084,2972
Knivsta,Knivsta kommun,8 053,416,1 936,0576
Knutby,Uppsala kommun,694,122,569,0580
Knäred,Laholms kommun,1 297,293,443,4000
Kode,Kungälvs kommun,1 638,162,1 011,4444
Kolbäck,Hallstahammars kommun,2 027,213,952,6244
Kolsva,Köpings kommun,2 595,282,920,6248
Konga,Tingsryds kommun,488,100,488,1892
Kopparberg,Ljusnarsbergs kommun,3 096,506,612,6016
Kopparmora,Värmdö kommun,2 313,701,330,0214
Kopparnäs,Piteå kommun,215,70,307,8684
Koppom,Eda kommun,691,234,295,5716
Korpilombolo,Pajala kommun,522,111,470,8688
Korsberga,Hjo kommun,219,55,398,5332
Korsberga,Vetlanda kommun,734,116,633,1752
Korsträsk,Älvsbyns kommun,324,56,579,8692
Kortebo,Jönköpings kommun,864,111,778,1554
Koskullskulle,Gällivare kommun,821,117,702,8694
Kosta,Lessebo kommun,997,174,573,1896
Kovikshamn,Kungälvs kommun,498,220,226,4446
Koviksudde och Skeviksstrand,Värmdö kommun,316,92,343,0370
Kovland,Sundsvalls kommun,494,58,852,7520
Kramfors,Kramfors kommun,6 756,863,783,7524
Krika,Klippans kommun,209,54,387,3534
Kristdala,Oskarshamns kommun,1 028,181,568,2288
Kristevik och Sundsandsvik,Uddevalla kommun,386,142,272,4632
Kristianstad,Kristianstads kommun,40 653,2 141,1 899,2980
Kristinehamn,Kristinehamns kommun,18 829,1 401,1 344,5720
Kristvallabrunn,Nybro kommun,259,62,418,2292
Krokek,Norrköpings kommun,5 120,579,884,1140
Krokom,Krokoms kommun,1 925,160,1 203,7888
Krylbo,Avesta kommun,4 369,407,1 073,6602
Krägga,Håbo kommun,583,121,482,0584
Kränge,Linköpings kommun,266,52,512,1142
Kullersta,Eskilstuna kommun,395,248,159,0786
Kulltorp,Gnosjö kommun,341,55,620,1556
Kullö,Vaxholms kommun,906,41,2 210,0222
Kumla,Kumla kommun,16 825,1 121,1 501,6020
Kungsberga,Ekerö kommun,731,180,406,0218
Kungsgården,Sandvikens kommun,778,154,505,7168
Kungshamn,Sotenäs kommun,3 641,404,901,4448
Kungshult,Eslövs kommun,386,46,839,3540
Kungsängen,Upplands-Bro kommun,10 801,435,2 483,0220
Kungsäter,Varbergs kommun,390,95,411,4012
Kungsör,Kungsörs kommun,6 118,512,1 195,6256
Kungälv,Kungälvs kommun,24 386,1 462,1 668,4452
Kurland,Trelleborgs kommun,596,40,1 490,3538
Kurveröd,Uddevalla kommun,1 364,67,2 036,4454
Kusmark,Skellefteå kommun,468,121,387,8224
Kuttainen,Kiruna kommun,213,57,374,8704
Kvarsebo,Norrköpings kommun,200,75,267,1146
Kvegerö,Nyköpings kommun,223,210,106,0794
Kvibille,Halmstads kommun,928,98,947,4016
Kvicksund,Västerås kommun,2 212,467,474,0792
Kvidinge,Åstorps kommun,1 914,183,1 046,2984
Kvillsfors,Vetlanda kommun,500,92,543,1560
Kvissleby,Sundsvalls kommun,8 791,1 062,828,7532
Kvänum,Vara kommun,1 351,175,772,5336
Kvärlöv,Landskrona kommun,267,46,580,3542
Kyrkeby och Nereby,Kungälvs kommun,254,90,282,4376
Kyrkesund,Tjörns kommun,545,544,100,4460
Kyrkheddinge,Staffanstorps kommun,258,51,506,3543
Kyrkhult,Olofströms kommun,973,166,586,2684
Kyrksten,Storfors kommun,245,32,766,5722
Kåge,Skellefteå kommun,2 260,271,834,8228
Kågeröd,Svalövs kommun,1 541,179,861,3544
Kåhög,Partille kommun,886,54,1 641,4464
Kållekärr,Tjörns kommun,649,77,843,4468
Kånna,Ljungby kommun,345,47,734,1900
Kårsta,Vallentuna kommun,512,71,721,0224
Kälarne,Bräcke kommun,465,140,332,7896
Källby,Götene kommun,1 717,209,822,5340
Källhagen,Gävle kommun,502,56,896,7170
Källö-Knippla,Öckerö kommun,315,34,926,4476
Kärda,Värnamo kommun,341,45,758,1564
Kärna,Kungälvs kommun,793,81,979,4480
Kärsta,Västerås kommun,230,22,1 045,6266
Kättilsmåla,Karlskrona kommun,253,62,408,2686
Kättilstorp,Falköpings kommun,237,51,465,5344
Kävlinge,Kävlinge kommun,9 674,486,1 991,3552
Köinge,Falkenbergs kommun,223,49,455,4020
Köping,Köpings kommun,18 727,1 015,1 845,6268
Köpingebro,Ystads kommun,1 251,124,1 009,3556
Köpmanholmen,Örnsköldsviks kommun,1 204,231,521,7540
Lagan,Ljungby kommun,1 627,236,689,1904
Laggarberg,Timrå kommun,200,54,370,7544
Laggarsvik och Linanäs,Österåkers kommun,301,387,78,0270
Laholm,Laholms kommun,6 696,534,1 254,4028
Lammhult,Växjö kommun,1 785,186,960,1908
Landeryd,Hylte kommun,427,86,497,4032
Landfjärden,Nynäshamns kommun,263,128,205,0226
Landsbro,Vetlanda kommun,1 531,210,729,1568
Landskrona,Landskrona kommun,32 964,1 280,2 575,3560
Landvetter,Härryda kommun,9 000,877,1 026,4484
Lanesund och Överby,Uddevalla kommun,460,96,479,4482
Lanna,Värnamo kommun,361,101,357,1572
Larv,Vara kommun,244,79,309,5346
Latorpsbruk,Örebro kommun,741,123,602,6032
Laxvik,Halmstads kommun,503,65,774,4034
Laxå,Laxå kommun,3 139,419,749,6036
Lekeryd,Jönköpings kommun,777,78,996,1576
Leksand,Leksands kommun,6 265,947,662,6608
Lenhovda,Uppvidinge kommun,1 787,237,754,1912
Lerbäckshult,Ängelholms kommun,610,153,399,2986
Lerdala,Skövde kommun,556,143,389,5348
Lerum,Lerums kommun,27 508,2 455,1 120,4920
Lesjöfors,Filipstads kommun,847,176,481,5732
Lessebo,Lessebo kommun,3 024,339,892,1916
Liatorp,Älmhults kommun,567,89,637,1920
Lidatorp och Klövsta,Nynäshamns kommun,378,41,922,0254
Liden,Sundsvalls kommun,310,86,360,7548
Lidhult,Ljungby kommun,724,131,553,1924
Lidingö,Lidingö kommun,43 318,1 678,2 582,0228
Lidköping,Lidköpings kommun,23 282,1 282,1 816,5352
Lidköping norra,Lidköpings kommun,3 791,356,1 065,4486
Lilla Edet,Lilla Edets kommun,3 931,311,1 264,4924
Lilla Edet västra,Lilla Edets kommun,1 505,138,1 091,4490
Lilla Harrie,Kävlinge kommun,380,45,844,3568
Lilla Stenby,Ekerö kommun,288,93,310,0230
Lilla Tjärby,Laholms kommun,909,95,957,4036
Lillhaga,Ljusdals kommun,389,75,519,7178
Lillhärdal,Härjedalens kommun,397,232,171,7904
Lillkyrka,Enköpings kommun,316,43,735,0588
Lillpite,Piteå kommun,375,132,284,8720
Limedsforsen,Malung-Sälens kommun,373,258,145,6616
Limmared,Tranemo kommun,1 501,163,921,4928
Linderöd,Kristianstads kommun,483,108,447,2988
Lindesberg,Lindesbergs kommun,9 672,810,1 194,6040
Lindholmen,Vallentuna kommun,1 180,123,959,0232
Lindsdal,Kalmars kommun,5 905,403,1 465,2300
Lindö,Norrköpings kommun,4 946,291,1 700,1144
Lingbo,Ockelbo kommun,416,267,156,7180
Linghed,Falu kommun,548,175,313,6620
Linghem,Linköpings kommun,2 910,192,1 516,1148
Linköping,Linköpings kommun,110 233,3 777,2 919,1152
Linneryd,Tingsryds kommun,470,127,370,1932
Listerby,Ronneby kommun,987,210,470,2688
Lit,Östersunds kommun,1 137,133,855,7908
Ljung och Annelund,Herrljunga kommun,1 255,176,713,4712
Ljunga,Norrköpings kommun,724,94,770,1156
Ljungby,Ljungby kommun,16 037,1 224,1 310,1936
Ljungbyhed,Klippans kommun,2 140,365,586,2992
Ljungbyholm,Kalmars kommun,1 778,204,872,2304
Ljungsarp,Tranemo kommun,205,50,410,4936
Ljungsbro,Linköpings kommun,6 773,453,1 495,1160
Ljungskile,Uddevalla kommun,3 831,399,960,4492
Ljusdal,Ljusdals kommun,7 282,735,991,7184
Ljusfallshammar,Finspångs kommun,323,72,449,1164
Ljusne,Söderhamns kommun,1 868,317,589,7188
Ljusterö Nolsjö,Österåkers kommun,361,144,251,0334
Loftahammar,Västerviks kommun,439,129,340,2308
Lomma,Lomma kommun,13 016,594,2 191,3576
Los,Ljusdals kommun,353,159,222,7192
Lotorp,Finspångs kommun,683,95,719,1168
Lottefors,Bollnäs kommun,362,96,377,7196
Lucksta,Sundsvalls kommun,639,159,402,7560
Luddingsbo,Söderköpings kommun,225,58,388,1162
Ludvika,Ludvika kommun,15 715,1 114,1 411,6624
Lugnet och Skälsmara,Värmdö kommun,753,384,196,0314
Lugnås,Mariestads kommun,607,108,562,5356
Luleå,Luleå kommun,44 054,2 706,1 628,8724
Lund,Lunds kommun,91 086,2 630,3 463,3584
Lundby,Kungälvs kommun,226,52,435,4494
Lunde,Kramfors kommun,365,130,281,7568
Lundsbrunn,Götene kommun,882,129,684,5360
Lugnvik,Kramfors kommun,308,117,263,7564
Lunnarp,Tomelilla kommun,358,55,651,2996
Lunne,Östersunds kommun,269,127,212,7906
Lurudden,Ekerö kommun,226,57,396,0246
Lycksele,Lycksele kommun,8 622,727,1 186,8232
Lycksta,Västerås kommun,217,34,638,6262
Lyrestad,Mariestads kommun,490,70,700,5364
Lysekil,Lysekils kommun,7 840,471,1 665,4496
Lysvik,Sunne kommun,355,91,390,5744
Långared,Alingsås kommun,275,121,227,4502
Långasand och Ugglarp,Falkenbergs kommun,377,263,143,4048
Långasjö,Emmaboda kommun,338,81,417,2312
Långsele,Sollefteå kommun,1 685,247,682,7572
Långshyttan,Hedemora kommun,1 584,291,544,6632
Långvik,Värmdö kommun,1 231,301,409,0234
Långviksmon,Örnsköldsviks kommun,236,60,393,7576
Långås,Falkenbergs kommun,659,75,879,4040
Läby,Uppsala kommun,235,35,671,0590
Läckeby,Kalmars kommun,905,120,754,2316
Länghem,Tranemo kommun,1 126,142,793,4940
Länna,Uppsala kommun,714,111,643,0592
Läppe,Vingåkers kommun,243,136,179,0808
Lärbro,Gotlands kommun,426,75,568,2528
Löberöd,Eslövs kommun,1 218,139,876,3588
Löddeköpinge,Kävlinge kommun,6 575,396,1 660,3592
Löderup,Ystads kommun,653,88,742,3596
Lödöse,Lilla Edets kommun,1 813,180,1 007,4944
Lögdeå,Nordmalings kommun,531,181,293,8236
Lönsboda,Osby kommun,2 001,267,749,3000
Lörby,Sölvesborgs kommun,264,88,300,2692
Löttorp,Borgholms kommun,539,394,137,2324
Löwenströmska lasarettet,Upplands Väsby kommun,633,68,931,0236
Lövestad,Sjöbo kommun,657,106,620,3600
Lövstalöt,Uppsala kommun,1 440,92,1 565,0596
Lövånger,Skellefteå kommun,837,165,507,8240
Madängsholm,Tidaholms kommun,412,64,644,5368
Magra,Alingsås kommun,208,60,347,4530
Mala,Hässleholms kommun,221,81,273,3008
Malmberget västra,Gällivare kommun,1 638,188,871,8732
Malmberget östra,Gällivare kommun,1 329,93,1 429,8730
Malmbäck,Nässjö kommun,1 149,183,628,1584
Malmen,Västerås kommun,526,47,1 119,6270
